Week #,Starting Date,Total Value,Num Datapoints,Average Value
389,6/11/2017,2.741640247,7,0.3916628924
390,6/18/2017,0.252395497,7,0.03605649958
391,6/25/2017,0.00837091391,7,0.001195844844
392,7/2/2017,0,7,0
393,7/9/2017,0.007698334835,7,0.001099762119
394,7/16/2017,0.01512853634,7,0.002161219477
395,7/23/2017,0.01993207558,7,0.002847439369
396,7/30/2017,0.03204801413,7,0.004578287733
397,8/6/2017,1.579806485,7,0.2256866408
398,8/13/2017,0,7,0
399,8/20/2017,0.1130767717,7,0.01615382452
400,8/27/2017,0,7,0
401,9/3/2017,4.695653605,7,0.6708076578
402,9/10/2017,0.6334087262,7,0.09048696089
403,9/17/2017,1.047019712,7,0.1495742445
404,9/24/2017,0.0516203958,7,0.007374342257
405,10/1/2017,0,7,0
406,10/8/2017,0,7,0
407,10/15/2017,19.53833482,7,2.791190688
408,10/22/2017,0.1174910901,7,0.01678444144
409,10/29/2017,27.00326926,7,3.857609894
410,11/5/2017,65.30615104,7,9.329450148
411,11/12/2017,86.171882,7,12.31026886
412,11/19/2017,28.42176461,7,4.060252088
413,11/26/2017,36.53188931,7,5.218841329
414,12/3/2017,0.03137536102,7,0.004482194431
415,12/10/2017,0.08935787681,7,0.01276541097
416,12/17/2017,2.454756575,7,0.3506795107
417,12/24/2017,0.06754469054,7,0.009649241505
418,12/31/2017,34.3919079,7,4.913129701
419,1/7/2018,36.17784506,7,5.16826358
420,1/14/2018,33.97385214,7,4.853407448
421,1/21/2018,54.57355783,7,7.796222547
422,1/28/2018,0.6774901723,7,0.09678431032
423,2/4/2018,0,7,0
424,2/11/2018,0.01811679611,7,0.00258811373
425,2/18/2018,0.8490577089,7,0.1212939584
426,2/25/2018,71.02921334,7,10.14703048
427,3/4/2018,8.900443511,7,1.27149193
428,3/11/2018,85.72821053,7,12.24688722
429,3/18/2018,69.25046417,7,9.892923453
430,3/25/2018,0.9125534791,7,0.1303647827
431,4/1/2018,84.9553658,7,12.13648083
432,4/8/2018,12.3997141,7,1.771387729
433,4/15/2018,17.73746911,7,2.533924159
434,4/22/2018,15.80092002,7,2.257274289
435,4/29/2018,2.304338045,7,0.3291911493
436,5/6/2018,0.3182102918,7,0.04545861311
437,5/13/2018,11.00592771,7,1.572275387
438,5/20/2018,31.45492197,7,4.493560281
439,5/27/2018,0.05975498873,7,0.008536426962
440,6/3/2018,0.4257439564,7,0.0608205652
441,6/10/2018,2.425640817,7,0.3465201167
442,6/17/2018,0.2556757664,7,0.03652510949
443,6/24/2018,0,7,0
444,7/1/2018,0,7,0
445,7/8/2018,0.2157682602,7,0.03082403717
446,7/15/2018,0.2144867546,7,0.03064096494
447,7/22/2018,0.1130502662,7,0.01615003802
448,7/29/2018,0,7,0
449,8/5/2018,0,7,0
450,8/12/2018,0,7,0
451,8/19/2018,0,7,0
452,8/26/2018,0,7,0
453,9/2/2018,0,7,0
454,9/9/2018,0,7,0
455,9/16/2018,0,7,0
456,9/23/2018,5.554743853,7,0.7935348361
457,9/30/2018,33.05412855,7,4.722018365
458,10/7/2018,0.0942754656,7,0.01346792366
459,10/14/2018,0,7,0
460,10/21/2018,0.00004296251441,7,0.000006137502059
461,10/28/2018,0.0001592292061,7,0.00002274702944
462,11/4/2018,0,7,0
463,11/11/2018,0,7,0
464,11/18/2018,83.38830799,7,11.91261543
465,11/25/2018,92.53282853,7,13.2189755
466,12/2/2018,1.205298596,7,0.1721855138
467,12/9/2018,22.21995988,7,3.174279983
468,12/16/2018,82.15437207,7,11.73633887
469,12/23/2018,34.03268187,7,4.861811695
470,12/30/2018,25.41058174,7,3.630083106
471,1/6/2019,107.6987516,7,15.38553594
472,1/13/2019,144.8735441,7,20.69622059
473,1/20/2019,23.63143891,7,3.375919845
474,1/27/2019,60.83948999,7,8.691355713
475,2/3/2019,44.82413902,7,6.403448431
476,2/10/2019,143.1190295,7,20.44557564
477,2/17/2019,2.002751025,7,0.2861072892
478,2/24/2019,192.819637,7,27.54566242
479,3/3/2019,98.33804276,7,14.04829182
480,3/10/2019,0.7384843556,7,0.1054977651
481,3/17/2019,41.06099157,7,5.865855938
482,3/24/2019,90.51739443,7,12.93105635
483,3/31/2019,63.55367767,7,9.079096809
484,4/7/2019,37.41044016,7,5.344348594
485,4/14/2019,16.5972194,7,2.371031343
486,4/21/2019,0.01405636411,7,0.002008052016
487,4/28/2019,1.147542183,7,0.1639345976
488,5/5/2019,0.08640114456,7,0.01234302065
489,5/12/2019,93.5617976,7,13.36597109
490,5/19/2019,42.06504742,7,6.009292489
491,5/26/2019,17.77955096,7,2.539935852
492,6/2/2019,0.6371264976,7,0.09101807108
493,6/9/2019,0.02138617827,7,0.003055168324
494,6/16/2019,0.05066609875,7,0.007238014107
495,6/23/2019,0.2744718205,7,0.03921026007
496,6/30/2019,0,7,0
497,7/7/2019,0.02464354695,7,0.003520506706
498,7/14/2019,0,7,0
499,7/21/2019,0.000002441695329,7,0.0000003488136185
500,7/28/2019,0,7,0
501,8/4/2019,17.32240742,7,2.474629631
502,8/11/2019,0,7,0
503,8/18/2019,0.02305714968,7,0.003293878526
504,8/25/2019,0.06582772043,7,0.009403960062
505,9/1/2019,0.4737127156,7,0.06767324509
506,9/8/2019,0.4242601429,7,0.06060859185
507,9/15/2019,22.19347354,7,3.17049622
508,9/22/2019,5.912832794,7,0.8446903991
509,9/29/2019,5.456585777,7,0.7795122539
510,10/6/2019,0,7,0
511,10/13/2019,5.94936959,7,0.8499099415
512,10/20/2019,0,7,0
513,10/27/2019,0,7,0
514,11/3/2019,0,7,0
515,11/10/2019,0.0003274697317,7,0.00004678139024
516,11/17/2019,0.01426119566,7,0.002037313666
517,11/24/2019,61.57093271,7,8.79584753
518,12/1/2019,128.0712834,7,18.29589762
519,12/8/2019,52.02693726,7,7.432419608
520,12/15/2019,24.43180743,7,3.490258204
521,12/22/2019,21.59774159,7,3.085391656
522,12/29/2019,7.686597781,7,1.098085397
523,1/5/2020,17.7304411,7,2.532920157
524,1/12/2020,50.24340945,7,7.177629921
525,1/19/2020,66.41721847,7,9.488174067
526,1/26/2020,15.27578104,7,2.182254434
527,2/2/2020,0.1058533798,7,0.01512191141
528,2/9/2020,0,7,0
529,2/16/2020,0.0000572274749,7,0.000008175353557
530,2/23/2020,0.003757743208,7,0.0005368204583
531,3/1/2020,8.554025675,7,1.222003668
532,3/8/2020,8.445960253,7,1.20656575
533,3/15/2020,56.86454287,7,8.123506124
534,3/22/2020,25.81747579,7,3.688210827
535,3/29/2020,40.83831665,7,5.834045236
536,4/5/2020,23.08621518,7,3.29803074
537,4/12/2020,0.03250772759,7,0.004643961084
538,4/19/2020,0.3897876763,7,0.05568395376
539,4/26/2020,8.509703503,7,1.215671929
540,5/3/2020,0.03934632921,7,0.005620904174
541,5/10/2020,66.19260562,7,9.456086518
542,5/17/2020,47.80217494,7,6.828882134
543,5/24/2020,15.21688674,7,2.173840963
544,5/31/2020,0.7657449228,7,0.1093921318
545,6/7/2020,7.379463162,7,1.054209023
546,6/14/2020,0.1332777104,7,0.01903967292
547,6/21/2020,0.0002684553531,7,0.00003835076473
548,6/28/2020,0,7,0
549,7/5/2020,0,7,0
550,7/12/2020,0.004563157169,7,0.0006518795956
551,7/19/2020,0.9962973912,7,0.1423281987
552,7/26/2020,1.423330055,7,0.203332865
553,8/2/2020,0,7,0
554,8/9/2020,0.003120294797,7,0.0004457563995
555,8/16/2020,1.692799592,7,0.2418285132
556,8/23/2020,0.002350564014,7,0.0003357948591
557,8/30/2020,0,7,0
558,9/6/2020,0,7,0
559,9/13/2020,0,7,0
560,9/20/2020,0.000264357589,7,0.00003776536985
561,9/27/2020,0,7,0
562,10/4/2020,0.440993855,7,0.06299912215
563,10/11/2020,0.006502620452,7,0.0009289457789
564,10/18/2020,0,7,0
565,10/25/2020,0,7,0
566,11/1/2020,2.872062171,7,0.4102945959
567,11/8/2020,19.50236998,7,2.786052855
568,11/15/2020,45.70879533,7,6.529827905
569,11/22/2020,0.5114345906,7,0.07306208437
570,11/29/2020,0,7,0
571,12/6/2020,7.412648142,7,1.058949735
572,12/13/2020,39.87672314,7,5.696674734
573,12/20/2020,31.55280828,7,4.50754404
574,12/27/2020,11.65756821,7,1.665366887
575,1/3/2021,54.49877945,7,7.785539921
576,1/10/2021,21.14983707,7,3.021405295
577,1/17/2021,1.440345176,7,0.2057635966
578,1/24/2021,86.33370943,7,12.33338706
579,1/31/2021,36.56494669,7,5.223563813
580,2/7/2021,38.92913158,7,5.561304512
581,2/14/2021,28.88962918,7,4.127089883
582,2/21/2021,0.1098448882,7,0.01569212688
583,2/28/2021,11.82767571,7,1.689667959
584,3/7/2021,29.86061677,7,4.265802396
585,3/14/2021,51.71852911,7,7.388361302
586,3/21/2021,0.4150185597,7,0.05928836568
587,3/28/2021,0.00739809632,7,0.001056870903
588,4/4/2021,0,7,0
589,4/11/2021,0,7,0
590,4/18/2021,6.927083315,7,0.9895833307
591,4/25/2021,13.36787116,7,1.90969588
592,5/2/2021,0,7,0
593,5/9/2021,1.077123636,7,0.1538748052
594,5/16/2021,0.6888704335,7,0.09841006192
595,5/23/2021,0.2109481962,7,0.03013545659
596,5/30/2021,0,7,0
597,6/6/2021,1.446657198,7,0.206665314
598,6/13/2021,0.3628351163,7,0.05183358805
599,6/20/2021,0.3438090307,7,0.04911557581
600,6/27/2021,0.006025167273,7,0.0008607381818
601,7/4/2021,0.008282934519,7,0.00118327636
602,7/11/2021,0,7,0
603,7/18/2021,0,7,0
604,7/25/2021,1.302309603,7,0.186044229
605,8/1/2021,0,7,0
606,8/8/2021,0,7,0
607,8/15/2021,0,7,0
608,8/22/2021,0,7,0
609,8/29/2021,0,7,0
610,9/5/2021,10.07496221,7,1.439280316
611,9/12/2021,11.89369358,7,1.699099083
612,9/19/2021,0.3901250493,7,0.0557321499
613,9/26/2021,4.555760433,7,0.650822919
614,10/3/2021,0.02659077025,7,0.003798681464
615,10/10/2021,0.0005059828763,7,0.00007228326805
616,10/17/2021,158.7121445,7,22.6731635
617,10/24/2021,88.48654558,7,12.64093508
618,10/31/2021,51.26423803,7,7.323462576
619,11/7/2021,46.55158413,7,6.650226304
620,11/14/2021,4.524645799,7,0.6463779712
621,11/21/2021,0.01213137917,7,0.001733054167
622,11/28/2021,0.1213121606,7,0.01733030865
623,12/5/2021,24.08496719,7,3.440709599
624,12/12/2021,112.453223,7,16.06474615
